V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228
62,13,41,14,7,6,420,17,27,44,12,7,1,64,2,2,0,9,4,5,2,42,3,1,199,94,19,1,14,2,11,6,4,7,10,11,5,8,15,25,11,6,16,4,2,7,14,30,11,75,4,83,84,64,13,7,2,4,24,0,9,3,34,4,5,23,3,11,6,5,34,3,30,14,11,1,3,9,18,29,71,7,102,21,5,7,4,37,11,10,2,0,1,39,10,7,6,2,47,5,2,51,1,47,6,0,407,158,3,14,3,3,36,27,14,22,2,7,1,3,154,19,14,1,5,3,14,7,9,4,2,3,8,2,56,0,23,2,2,1,1,8,2,6,1,2,20,43,44,3,4,46,8,35,13,19,80,33,3,15,5,30,28,11,9,234,19,8,13,5,48,2,66,7,2,55,2,15,9,77,41,22,3,29,11,15,455,9,3,118,2,8,109,17,19,155,2,32,3,3,3,8,24,2,32,2,124,305,148,23,25,2,37,5,6,0,37,18,8,51,2,22,15,13,195,84,17,6
4,20,24,626,6,4,696,22,103,98,2,4,5,6,3,4,1,2,3,0,1,47,1,15,530,17,16,4,23,3,7,2,3,1,1,32,4,12,19,5,47,10,20,0,0,3,3,44,11,27,5,47,121,7,4,3,1,7,9,2,6,6,13,6,0,5,1,2,1,1,39,19,51,23,16,3,6,10,11,5,60,8,62,256,2,11,4,4,18,13,6,1,1,160,43,2,8,1,82,19,6,417,2,17,8,0,35,46,12,2,4,7,238,39,32,37,8,8,6,3,10,3,13,0,5,16,3,100,47,2,5,2,94,5,2,2,10,2,4,6,0,57,18,9,5,1,7,31,51,6,76,6,6,242,8,8,20,5,9,14,5,33,14,6,5,95,10,3,5,2,13,0,83,18,4,148,5,54,5,48,34,41,38,10,0,18,135,141,3,148,2,6,83,4,13,11,3,4,5,7,1,0,25,1,6,1,24,302,94,30,25,2,109,3,10,1,16,26,19,14,6,2,6,4,10,11,9,9
0,19,94,269,18,4,420,18,373,49,0,2,7,5,4,0,0,7,5,2,2,32,0,22,897,63,12,10,24,7,1,6,3,4,10,13,5,10,8,9,4,9,10,5,3,4,23,147,13,95,11,36,39,79,2,18,0,2,17,6,9,3,41,2,1,25,3,12,1,3,439,82,99,29,246,3,18,26,7,6,80,2,85,88,1,15,8,15,10,9,5,5,8,276,20,3,6,0,128,70,7,847,6,48,0,0,16,538,6,7,2,5,140,67,353,164,20,6,1,1,193,4,14,2,3,5,18,3,181,0,5,0,6,5,63,0,9,1,1,4,0,38,3,4,6,3,15,108,24,9,28,60,204,323,66,7,43,17,3,19,5,11,14,1,28,10,60,8,3,1,42,1,84,28,2,133,10,10,16,196,26,31,6,30,9,9,692,57,6,1,5,6,75,22,4,13,1,4,3,4,3,5,2,3,57,8,10,249,84,31,210,3,17,4,0,0,25,407,25,35,5,9,17,9,96,247,14,7
126,2,37,22,14,2,34,14,140,12,6,0,4,7,3,4,0,13,3,2,2,9,2,11,649,62,21,14,12,6,7,2,4,15,14,32,5,9,7,18,15,5,11,3,5,2,13,229,12,5,114,38,56,80,3,4,2,2,10,3,1,4,27,1,1,32,0,9,2,6,418,2,33,9,0,3,16,15,8,37,90,3,69,194,0,16,2,24,23,26,3,5,6,33,11,0,9,1,89,43,4,398,1,7,6,0,370,18,15,2,0,5,96,58,381,73,18,11,3,1,83,26,12,1,2,3,17,9,249,0,2,1,85,4,75,0,9,1,8,0,0,6,4,7,8,3,9,81,11,9,31,23,138,184,8,8,53,24,9,5,0,62,23,10,24,107,16,7,38,0,9,3,54,11,1,469,1,11,31,107,29,4,48,22,7,9,269,108,2,175,1,3,81,12,14,217,6,1,9,0,2,0,44,3,2,6,14,30,8,1,206,2,79,2,9,6,18,194,22,39,5,19,4,3,220,89,20,6
73,17,15,447,13,9,29,18,1025,307,9,3,3,10,3,0,0,10,4,1,2,6,2,20,127,10,10,11,19,10,1,3,2,10,2,5,2,5,15,8,28,7,29,4,0,2,12,406,2,166,340,42,238,51,8,10,3,11,24,3,10,1,42,11,1,10,0,18,1,1,74,55,68,17,339,3,0,23,18,13,9,8,130,249,6,19,9,29,25,5,6,7,8,194,10,1,5,1,172,49,3,1060,0,31,4,0,409,631,7,3,4,2,16,132,358,48,4,8,8,0,3,11,17,0,1,20,7,7,11,2,9,1,187,10,40,2,28,3,2,2,1,148,3,13,4,5,11,1,6,4,2,43,200,535,8,13,57,58,7,19,2,2,17,8,7,20,8,5,26,0,11,3,57,5,3,129,7,88,4,242,136,3,86,2,5,4,54,110,6,243,2,5,83,15,15,12,3,74,7,2,5,5,64,2,0,3,7,407,16,3,30,6,34,2,11,1,17,691,21,45,3,5,5,0,121,199,19,8
11,17,13,175,9,2,27,13,605,27,5,3,6,31,9,3,2,11,5,3,1,20,0,8,352,147,18,11,12,6,2,10,1,11,2,8,1,7,7,51,25,6,16,3,3,5,14,106,22,41,184,53,34,67,9,8,1,13,2,4,6,3,6,1,2,13,0,4,0,3,25,0,59,18,216,14,3,1,12,10,84,4,96,103,3,6,2,35,6,12,5,3,2,53,2,0,4,1,152,23,2,263,1,21,3,0,31,244,11,13,2,0,71,5,129,70,16,9,1,2,120,12,13,3,1,3,17,8,13,3,6,3,55,3,3,4,17,0,6,2,0,73,17,5,2,2,15,32,22,6,24,26,90,24,88,11,53,11,4,2,6,52,14,4,3,161,4,8,28,1,37,1,19,2,2,204,0,81,17,99,123,17,58,6,7,14,221,102,2,144,2,7,58,2,14,12,2,2,8,5,7,8,35,1,2,4,12,32,9,22,9,2,114,10,5,2,18,19,4,21,2,2,13,4,11,11,8,103
10,9,5,46,14,2,168,6,145,10,4,3,1,8,3,2,4,10,3,0,3,8,1,4,97,5,4,6,29,2,5,0,2,3,1,4,1,3,6,5,9,7,10,2,0,3,5,63,0,42,53,20,8,11,0,3,2,0,10,1,6,2,2,0,0,3,0,3,0,0,4,1,38,10,39,3,2,6,10,3,19,3,5,12,1,11,1,9,9,8,1,4,1,25,12,2,4,0,135,17,2,16,1,9,4,0,151,13,3,2,0,8,16,48,9,40,1,1,0,0,47,8,10,1,0,3,12,11,13,1,1,0,4,2,4,1,6,0,2,3,0,24,7,7,2,1,8,6,5,7,5,15,31,17,3,3,18,5,1,9,1,2,0,4,16,20,5,2,34,1,11,2,11,16,0,39,5,18,7,15,10,5,24,9,6,5,70,6,2,18,0,5,15,2,5,11,0,1,3,1,3,1,7,1,0,1,14,126,34,11,44,1,45,1,1,1,19,1,0,12,2,0,5,0,11,8,4,32
5,15,47,1089,12,5,482,19,53,110,9,0,2,93,4,3,3,3,1,4,7,5,2,16,187,54,6,4,14,2,4,3,9,10,4,1,1,11,5,20,11,9,6,3,1,2,18,242,9,9,146,37,49,48,2,1,1,7,0,1,7,2,30,8,2,12,3,5,1,4,130,45,4,6,94,3,1,13,21,22,102,4,8,14,4,8,11,30,5,10,6,4,0,220,26,3,4,3,62,63,2,162,8,36,8,0,20,20,3,2,3,5,18,31,4,126,7,0,7,4,130,4,23,3,2,2,10,5,143,0,2,3,202,3,36,0,16,2,8,2,1,3,4,11,3,10,8,52,10,2,3,5,180,235,65,8,11,82,5,16,3,3,10,2,7,18,27,0,13,0,34,1,40,10,1,125,4,84,19,73,82,22,6,19,11,14,397,86,9,221,3,8,89,15,22,122,3,4,4,9,2,2,18,3,15,7,11,251,147,3,444,1,84,2,0,2,20,13,9,33,1,9,8,1,84,8,13,169
37,3,27,261,9,3,35,19,361,12,3,2,2,3,11,5,0,12,5,0,1,65,1,13,611,40,20,11,23,2,9,3,4,10,2,29,2,10,31,35,53,8,29,6,6,1,23,29,19,9,161,30,29,13,2,21,3,7,14,5,7,2,23,6,1,2,3,5,0,3,236,57,48,19,10,11,2,32,17,3,99,1,92,367,1,6,7,30,14,44,14,4,3,199,21,4,5,3,415,11,3,76,2,46,2,0,613,188,13,6,0,4,9,65,331,56,6,1,6,0,110,5,27,1,3,3,12,7,8,1,4,1,87,4,31,2,31,0,1,3,0,5,5,6,7,3,9,31,9,6,58,4,10,34,49,16,120,38,0,7,3,77,15,2,13,15,5,4,30,0,39,5,100,13,2,224,3,8,17,108,46,29,77,4,10,17,233,13,0,162,8,2,69,9,5,17,2,12,8,1,2,5,2,2,39,3,16,59,105,6,381,0,39,6,2,4,13,600,44,21,3,23,8,12,124,115,27,3
63,17,18,30,11,2,26,6,213,25,6,7,3,3,6,10,3,1,2,1,9,69,7,21,1055,83,11,41,8,11,4,5,10,18,5,14,0,6,18,65,31,26,14,3,2,1,22,123,9,85,198,77,70,3,5,28,2,4,20,0,6,2,46,10,2,12,1,8,4,3,135,36,49,38,8,2,1,13,14,3,56,8,55,219,2,17,11,20,7,1,6,1,5,212,20,8,4,0,162,9,1,86,2,33,12,0,294,16,4,12,4,6,109,68,186,32,10,7,4,5,188,4,20,1,6,40,14,151,7,2,6,4,87,2,4,2,60,6,10,7,0,2,2,15,3,5,13,50,22,7,58,37,4,33,90,7,32,85,18,11,4,140,17,6,12,24,27,3,14,1,5,5,49,2,5,140,4,105,22,129,25,33,2,35,7,18,273,9,6,1,10,6,139,7,37,258,4,1,2,3,2,21,3,4,27,4,216,417,18,44,13,5,159,18,2,5,36,373,21,23,3,16,12,3,73,14,1,5
2,10,18,32,9,3,30,5,35,38,2,7,4,5,8,2,1,6,7,1,2,70,1,34,847,76,22,15,32,12,14,9,3,1,0,20,3,17,29,41,1,6,37,5,6,3,3,31,29,9,2,27,49,47,1,5,1,8,26,3,10,2,32,10,6,11,2,9,1,2,109,41,118,9,259,5,0,6,21,7,133,10,7,167,3,12,3,40,23,32,9,2,3,148,17,0,6,0,203,54,9,104,4,37,1,0,376,17,24,1,1,6,46,143,392,44,8,11,5,3,301,5,11,0,2,3,29,140,79,2,3,0,83,3,91,0,3,0,5,2,0,106,5,8,7,1,7,54,7,3,84,35,186,472,50,9,59,4,16,14,8,96,13,9,15,14,7,4,12,1,32,2,49,6,1,271,1,45,3,146,104,4,92,19,8,9,559,7,3,166,2,10,66,6,10,9,3,1,8,2,0,2,4,2,87,10,12,71,16,2,18,1,24,2,7,1,27,36,10,23,1,0,11,14,183,20,13,124
36,22,16,366,15,6,32,9,553,121,6,4,4,26,2,6,1,11,5,2,2,5,2,9,379,14,9,10,15,7,5,6,2,2,5,31,4,10,7,7,46,5,11,1,3,5,21,28,3,36,11,28,84,49,6,16,1,1,12,7,6,0,7,0,6,13,0,1,0,3,43,2,10,8,162,3,2,6,19,17,72,8,60,153,0,9,5,34,14,4,6,3,6,22,6,3,2,0,51,66,0,29,3,33,4,0,211,143,13,1,0,6,13,33,171,21,7,6,7,0,70,3,11,1,3,12,13,106,9,0,3,0,78,6,10,3,6,0,4,11,0,56,10,10,6,2,7,16,12,12,2,398,119,38,14,6,7,2,5,13,3,6,28,6,4,24,15,1,18,2,35,1,18,21,3,266,4,20,7,58,86,34,61,4,8,6,460,62,5,142,0,7,8,10,14,10,0,29,13,2,1,9,4,1,5,2,108,251,100,19,268,0,91,3,7,2,12,290,11,15,1,7,14,7,51,115,9,7
7,4,12,180,6,11,226,7,27,63,8,1,0,15,4,5,1,3,2,6,3,4,1,3,951,62,15,2,24,6,2,4,7,17,1,26,4,11,5,3,12,14,20,3,8,2,12,166,1,67,199,54,67,54,6,18,5,8,15,5,9,0,37,2,1,15,5,21,5,1,238,60,109,13,10,6,9,20,10,12,10,10,13,129,5,12,4,44,8,5,9,1,6,115,10,3,18,3,59,6,6,128,4,19,2,0,457,312,11,14,3,7,131,88,287,16,9,7,0,4,5,8,15,1,2,6,20,61,165,0,5,1,3,5,36,1,3,5,2,3,0,44,16,8,1,5,12,32,15,3,3,8,15,33,89,6,41,25,8,7,3,22,15,2,7,19,23,2,3,3,35,4,185,9,2,345,2,11,13,88,27,4,37,17,6,12,425,81,0,28,1,3,178,4,13,195,4,8,4,4,4,2,19,1,7,13,74,387,14,32,20,0,106,16,1,3,14,321,35,35,7,4,13,5,67,161,13,142
7,2,6,921,17,9,57,1,113,54,9,3,8,103,9,0,7,18,3,2,4,1,1,1,132,97,22,1,17,9,10,8,2,11,7,5,2,11,40,61,20,8,10,2,4,2,6,102,10,5,417,35,114,39,6,16,1,14,25,2,10,3,6,2,1,4,0,3,4,7,133,53,108,28,116,3,11,12,20,1,7,12,153,455,1,9,0,14,18,2,16,7,0,77,27,0,5,2,19,4,2,111,6,62,9,0,584,43,47,9,0,4,20,81,576,29,0,11,11,2,166,9,4,1,2,2,20,7,112,0,0,5,8,3,1,4,9,1,4,2,2,200,22,5,3,2,3,22,19,10,4,71,337,39,15,8,64,6,10,29,0,127,11,3,2,13,41,7,53,3,68,3,43,7,5,492,10,66,8,18,127,2,9,12,0,4,405,13,5,7,2,3,53,22,24,10,5,3,1,2,4,11,52,3,60,5,478,708,11,7,22,4,273,2,13,2,10,26,24,35,3,12,4,14,40,331,21,181
101,1,17,31,29,13,640,9,45,132,5,0,5,40,2,9,0,2,5,1,3,2,0,5,636,216,23,19,21,8,6,9,7,6,7,30,2,12,16,26,13,5,45,4,7,0,24,556,19,6,273,178,157,0,2,4,0,2,24,2,5,5,7,6,8,14,6,6,0,1,115,56,73,8,11,11,8,16,6,15,14,2,135,158,4,16,6,24,21,5,13,7,4,474,12,6,4,4,67,74,2,1287,0,41,2,0,417,527,4,0,0,2,12,39,287,51,11,0,3,2,144,9,28,0,2,27,21,71,3,1,3,4,9,15,57,4,19,8,9,12,2,106,29,14,5,6,15,45,10,7,70,37,2,28,172,7,48,58,9,7,1,71,42,4,7,152,45,5,25,6,51,1,31,3,1,88,2,69,23,205,185,50,11,5,3,7,549,6,1,243,1,1,69,14,31,10,7,40,16,3,3,11,41,5,73,5,12,37,74,42,33,0,186,12,1,4,24,233,2,33,2,10,11,4,93,10,2,9
13,3,4,205,9,6,376,19,285,42,16,4,6,42,3,5,2,3,1,3,0,6,0,7,718,104,20,3,39,9,0,6,1,4,7,28,3,11,7,27,15,13,15,4,1,1,11,159,9,91,264,39,70,33,2,8,1,2,31,2,6,2,6,3,2,21,0,3,8,3,167,46,56,6,62,11,8,16,15,11,106,3,1,47,2,2,5,46,27,2,8,3,16,14,5,3,5,1,130,4,3,146,0,25,6,0,249,340,14,13,2,5,42,21,280,1,1,6,5,3,141,9,29,0,6,13,21,12,106,4,7,1,7,5,39,7,15,1,15,6,0,1,11,10,6,4,6,36,16,7,61,48,66,283,36,4,7,33,10,8,2,48,26,1,10,20,19,8,10,4,23,5,69,22,1,194,5,33,19,119,89,58,2,35,2,2,566,18,2,286,7,4,67,3,13,8,3,3,3,2,4,5,27,1,49,1,13,48,11,2,12,4,38,1,4,3,39,327,21,29,3,21,3,7,81,198,19,124
57,21,28,194,16,3,193,2,203,13,5,0,7,13,1,4,2,16,3,2,2,17,3,12,483,35,7,8,26,2,2,5,5,2,4,9,2,10,2,2,30,4,13,2,1,3,16,157,11,71,82,12,28,29,3,8,3,2,10,1,4,1,14,3,2,11,0,4,1,6,12,2,10,9,38,6,4,22,21,2,53,1,40,235,2,9,5,50,10,7,21,4,3,155,9,2,1,0,235,38,3,19,0,13,1,0,231,56,13,12,2,0,43,36,22,67,13,2,0,1,60,9,5,1,3,6,10,26,17,2,6,3,41,1,1,0,12,3,2,10,3,17,9,14,3,2,5,12,7,14,5,7,4,202,58,4,28,16,8,9,6,52,14,2,12,12,16,1,28,1,23,2,43,2,2,48,4,6,7,12,195,2,14,10,6,2,456,4,3,9,1,4,68,9,8,92,2,5,18,4,6,8,2,1,11,5,8,269,68,6,161,2,34,3,1,0,18,121,6,17,0,7,11,1,8,11,9,13
84,35,14,281,8,6,571,7,214,17,7,4,2,36,9,6,3,13,3,1,1,55,1,17,968,61,9,5,16,2,13,4,1,14,2,5,7,14,30,29,30,6,11,1,6,1,10,64,11,45,9,28,60,3,4,6,0,1,6,2,6,10,33,7,1,25,2,4,0,4,39,3,103,24,257,3,0,7,11,20,12,4,74,191,4,11,6,41,11,1,11,8,2,144,14,7,8,0,63,58,3,259,5,58,1,0,29,346,10,1,1,2,6,25,187,18,5,4,0,1,200,8,11,0,1,17,16,7,3,3,6,1,6,0,23,4,17,0,7,1,0,6,17,21,0,3,7,45,8,7,43,31,128,268,103,6,42,30,7,14,3,3,26,4,7,223,10,8,17,4,44,0,88,16,3,96,3,83,6,73,16,14,8,14,1,4,313,19,5,2,1,4,69,2,5,260,5,7,14,6,4,6,40,1,29,12,11,321,85,40,334,6,147,3,10,1,11,436,40,38,6,5,2,9,39,11,15,125
105,44,62,539,8,1,30,7,821,263,10,3,6,5,5,2,0,14,0,3,1,3,3,19,930,89,12,7,15,7,5,9,5,9,0,44,2,7,19,32,31,5,8,7,6,1,14,253,0,6,3,61,380,24,3,29,2,4,25,5,7,11,3,9,2,1,10,1,1,2,231,45,88,13,10,3,6,13,15,4,167,7,115,28,9,12,4,55,13,15,5,10,9,214,21,10,9,0,125,104,0,1270,5,6,9,0,622,438,0,12,4,6,12,49,318,4,3,10,1,1,133,3,13,1,3,1,24,108,81,1,8,3,9,1,79,4,25,1,9,4,2,6,4,23,9,4,12,2,18,4,3,55,13,551,52,10,68,5,3,7,6,97,0,11,10,17,75,7,6,3,49,0,42,23,1,208,7,70,14,22,139,59,109,3,1,17,718,4,6,338,6,7,74,6,22,9,9,3,10,3,2,4,71,4,2,4,172,33,139,26,578,1,31,13,1,3,12,504,42,32,5,12,1,6,108,219,1,14
38,2,57,18,9,6,33,14,578,31,6,2,5,6,10,7,1,6,1,2,6,67,3,1,516,81,13,12,23,8,10,7,5,10,5,37,7,2,28,2,89,5,12,2,9,2,23,44,4,192,181,51,80,70,1,13,0,2,1,2,5,4,25,2,4,7,3,5,4,0,167,5,50,4,214,7,6,9,14,20,5,8,112,176,1,7,8,38,4,0,3,12,6,239,34,7,13,3,259,6,1,636,8,40,4,0,354,361,9,6,0,7,7,66,13,39,18,3,17,1,7,4,10,0,0,16,20,114,4,4,2,2,131,5,25,2,18,0,0,10,0,142,7,11,2,2,14,29,4,9,42,53,128,35,127,7,43,31,9,29,3,0,25,5,4,181,51,7,33,1,10,0,100,5,2,244,0,80,23,138,118,62,5,9,13,24,621,7,6,298,1,3,58,11,14,198,1,34,7,1,10,1,3,3,43,7,169,367,118,45,335,2,197,4,7,1,26,378,1,40,0,1,7,1,78,220,17,152
29,19,14,323,9,9,356,13,334,98,2,2,2,2,7,3,6,10,2,1,5,47,1,9,271,162,6,4,25,8,7,4,5,11,5,22,1,10,12,13,19,4,18,1,4,4,16,72,3,50,2,27,91,108,5,10,1,2,15,1,5,4,33,10,1,12,3,3,3,3,126,23,5,10,153,3,8,11,11,12,9,10,3,193,1,20,2,31,8,50,6,4,1,44,9,3,6,1,297,29,9,499,4,30,8,0,374,21,19,12,3,1,44,36,290,23,16,1,4,2,88,4,10,0,4,19,25,2,23,1,6,2,8,0,5,0,25,3,2,2,0,92,15,14,0,0,4,17,25,9,1,47,161,39,135,4,69,22,1,17,2,46,2,2,11,18,25,6,12,3,33,1,153,19,1,286,1,46,9,78,135,37,74,10,1,13,282,109,3,138,3,4,57,11,7,178,3,47,2,1,5,3,34,1,3,5,115,52,68,27,23,0,46,4,3,2,18,19,16,13,4,11,5,7,66,186,12,8
13,8,66,554,32,12,46,36,916,120,6,4,4,4,4,3,1,3,3,4,5,5,1,18,111,97,56,8,13,23,26,0,15,0,7,33,1,9,17,74,34,14,34,4,1,3,19,35,27,125,8,24,84,10,4,12,2,10,24,3,3,2,34,3,4,0,4,10,1,3,78,27,86,5,204,12,0,13,27,33,115,6,161,7,4,42,8,15,13,3,2,12,11,173,24,2,1,4,264,53,6,549,0,84,1,0,474,380,27,3,8,2,108,52,83,35,12,2,4,3,4,11,44,0,4,1,68,2,59,2,0,1,5,0,26,3,38,1,20,1,0,135,33,14,9,9,11,1,4,15,0,231,6,41,105,8,12,102,21,8,3,192,47,7,24,12,18,0,3,3,12,4,88,6,2,575,7,138,5,73,64,25,92,24,3,4,84,12,10,263,1,10,87,24,29,9,5,63,5,4,8,11,4,4,10,2,250,562,12,39,729,0,36,15,8,4,58,107,34,37,30,19,7,15,51,310,21,17
3,2,14,295,8,5,24,2,500,54,10,5,8,6,8,14,7,21,4,0,6,48,2,23,984,170,18,22,21,12,19,15,3,2,1,2,14,22,29,1,15,13,8,3,1,7,14,42,15,164,5,122,266,80,8,16,1,9,27,0,1,4,55,8,3,3,0,10,1,3,171,58,73,12,15,8,8,14,25,9,164,3,3,290,4,26,12,44,11,44,11,7,0,129,60,13,5,2,243,80,16,289,3,49,9,0,724,485,30,18,0,7,267,16,543,51,17,0,5,6,246,1,13,0,6,12,35,73,9,9,2,6,61,6,26,2,6,0,17,0,2,118,5,15,16,7,7,56,9,14,22,86,186,33,100,8,82,5,10,30,5,31,36,6,5,292,7,2,31,2,12,3,8,14,0,74,11,9,14,195,236,83,5,24,12,3,46,8,3,139,1,17,91,2,83,234,6,4,19,10,0,8,57,6,1,4,9,47,16,34,107,4,34,11,14,6,34,60,13,50,1,4,2,16,16,17,24,199
5,24,54,680,6,5,47,22,27,226,7,3,2,56,1,10,1,13,1,0,2,65,3,0,870,210,21,8,21,4,18,0,1,10,8,4,1,19,33,60,18,13,40,1,18,3,11,21,25,10,9,48,153,66,1,7,6,6,2,5,14,1,30,10,6,16,2,15,1,0,268,73,46,15,284,13,8,16,8,25,149,10,156,19,1,11,9,22,21,5,7,5,1,145,17,13,4,5,23,77,9,1196,0,41,10,0,37,295,29,10,3,8,13,97,305,96,3,10,3,0,171,2,11,2,2,0,16,14,53,1,1,1,4,8,100,2,45,0,8,4,1,65,29,15,3,2,5,58,28,7,50,85,178,50,132,11,14,20,3,6,0,132,41,5,6,165,32,4,45,1,13,1,41,7,5,83,10,11,3,187,40,45,7,15,16,17,541,183,1,2,2,24,119,15,10,316,5,23,5,7,1,6,1,0,47,6,152,82,158,40,23,0,151,2,6,2,10,646,23,25,16,18,8,8,214,303,1,245
46,4,31,27,9,2,46,8,56,6,5,3,2,3,2,5,2,3,1,1,4,29,4,11,983,134,17,22,21,7,5,6,5,16,7,11,2,12,17,17,19,7,24,2,9,4,15,383,57,214,3,26,39,13,1,12,0,2,28,1,5,2,5,9,3,9,1,1,3,7,82,49,84,9,73,7,1,17,7,76,18,12,9,14,4,13,9,46,31,7,5,2,3,18,17,7,7,1,168,85,0,416,5,30,5,0,375,350,8,2,0,6,16,14,19,42,8,9,0,1,10,10,17,1,4,0,19,93,6,3,6,2,84,4,52,0,6,5,2,8,1,58,10,12,13,6,20,22,11,1,37,1,73,279,140,8,157,35,10,23,10,148,6,3,14,13,10,5,20,0,35,1,34,4,2,179,1,52,5,5,37,20,45,13,14,12,60,6,3,295,0,8,21,27,15,8,1,14,7,2,3,3,28,0,0,7,91,541,85,5,14,1,24,0,6,2,22,257,16,37,7,10,6,3,102,24,13,128
69,19,65,25,13,6,577,11,490,264,7,1,3,6,6,4,7,11,5,0,2,3,2,23,671,122,17,1,4,13,8,7,2,1,6,21,0,9,5,3,66,6,15,2,2,4,1,227,9,119,13,163,260,70,3,10,0,5,24,4,5,15,2,5,1,16,1,1,3,6,141,94,46,18,17,11,7,1,21,8,77,7,138,474,7,5,1,23,21,14,3,3,9,199,14,2,1,2,166,78,5,673,1,13,9,0,37,361,4,9,5,4,176,11,393,39,5,5,4,7,162,5,18,2,5,2,18,93,5,3,10,1,131,4,1,2,40,2,11,6,1,5,44,4,9,3,9,1,1,6,4,76,19,417,6,6,33,5,14,13,5,10,11,2,4,217,1,5,72,3,32,1,104,8,2,251,8,7,6,26,31,0,130,25,10,14,367,186,2,595,3,7,39,16,12,30,0,6,10,6,5,9,27,1,45,4,17,455,17,2,17,6,54,14,4,1,16,244,28,35,7,7,6,1,47,14,4,5
137,25,8,22,8,7,1043,4,58,52,10,2,7,2,5,1,0,11,3,3,4,6,2,1,1202,67,28,1,14,6,2,13,5,6,6,49,1,11,23,48,15,9,3,4,1,3,9,39,21,170,10,66,110,170,4,12,3,16,22,5,6,4,37,3,1,17,3,10,6,13,36,2,8,3,214,7,9,69,8,9,153,8,102,29,5,13,0,48,8,14,10,3,0,48,27,27,9,5,217,6,6,1614,3,46,7,0,28,301,3,15,3,4,7,151,295,155,11,4,8,2,16,6,19,2,7,41,24,1,89,1,7,1,229,3,4,4,3,7,13,17,0,126,3,6,9,6,17,23,14,12,2,6,294,28,10,32,35,60,15,29,3,224,1,2,12,11,26,1,37,0,67,3,128,4,5,202,10,11,6,224,86,5,221,17,9,3,60,9,2,266,5,4,76,27,22,12,2,62,2,6,3,1,31,2,38,1,4,610,8,76,676,2,37,7,12,2,20,804,28,47,5,4,13,0,14,377,0,163
7,1,83,372,11,3,629,5,27,165,7,2,3,41,8,10,5,3,5,3,9,4,1,22,134,6,19,6,2,5,6,5,0,7,4,10,2,9,10,60,8,3,45,2,9,1,6,241,20,140,3,31,199,0,5,12,1,2,1,2,14,15,35,7,0,6,2,9,0,4,60,51,122,13,118,5,7,7,21,20,12,10,9,228,1,7,7,15,18,5,7,7,7,249,9,7,9,2,117,48,7,585,1,11,7,0,540,31,21,2,1,4,12,4,16,36,21,8,1,1,8,6,20,0,1,0,14,10,9,0,10,4,5,4,1,1,42,4,4,2,7,2,1,12,0,6,20,38,5,7,1,72,180,581,118,14,59,6,8,10,6,130,1,2,4,12,20,4,2,3,39,0,27,8,4,123,10,51,5,172,189,23,97,8,8,18,70,25,4,167,0,5,89,2,11,12,7,4,13,2,3,0,42,3,30,6,100,482,103,3,21,0,133,1,10,4,27,13,11,18,1,15,3,3,63,259,7,171
6,11,19,223,5,6,531,13,347,251,6,0,2,44,1,6,0,9,2,3,3,37,3,1,578,5,23,11,5,6,8,7,0,10,5,1,2,7,26,66,24,4,15,1,0,4,8,154,8,43,8,20,141,1,2,14,0,5,2,3,10,13,30,7,2,13,0,10,3,3,92,34,60,34,8,9,10,11,6,14,18,4,7,251,0,5,4,39,19,15,6,2,8,78,21,3,4,1,130,55,4,466,5,20,6,0,38,555,4,9,2,4,9,9,478,52,15,5,5,1,8,8,14,1,3,16,18,43,108,2,7,1,41,2,29,1,31,6,2,1,0,3,28,8,1,10,11,15,23,12,43,2,77,348,6,12,5,34,4,10,5,130,1,4,5,28,17,9,13,2,41,1,89,1,0,228,3,92,17,96,59,25,64,19,0,12,423,11,7,63,0,1,46,6,17,18,4,22,7,14,3,4,44,1,51,6,11,343,8,34,26,0,132,5,9,8,13,45,20,27,2,13,8,3,86,20,1,15
